objetID,dateReferentiel,route,longueur,prD,depPrD,concessionPrD,absD,cumulD,x_debut,y_debut,zD,prF,depPrF,concessionPrF,absF,cumulF,xF,yF,zF,cote,voie,accrochage,anneeMesureTrafic,typeComptageTrafic,typeComptageTrafic_lib,trafic_moyen_journalier,ratio_PL
TMJ19_1362,01/01/2019,N0007,22,28,38,N,212,247124,"841176,21","6473751,11",0,28,38,N,234,247146,"841178,61","6473729,11",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20373.0,71
TMJ19_1363,01/01/2019,N0007,55,28,38,N,234,247146,"841178,61","6473729,11",0,28,38,N,289,247201,"841184,61","6473674,11",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20373.0,71
TMJ19_1364,01/01/2019,N0007,120,28,38,N,289,247201,"841184,61","6473674,11",0,28,38,N,409,247321,"841199,32","6473554,3",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20373.0,71
TMJ19_1365,01/01/2019,N0007,49,28,38,N,409,247321,"841199,32","6473554,3",0,28,38,N,458,247370,"841206,2","6473505,49",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20373.0,71
TMJ19_1366,01/01/2019,N0007,28,28,38,N,458,247370,"841206,2","6473505,49",0,28,38,N,486,247398,"841210,31","6473477,63",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20373.0,71
TMJ19_1367,01/01/2019,N0007,50,28,38,N,486,247398,"841210,31","6473477,63",0,28,38,N,536,247448,"841219,4","6473428,22",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20373.0,71
TMJ19_1368,01/01/2019,N0007,21,28,38,N,536,247448,"841219,4","6473428,22",0,28,38,N,557,247469,"841222,03","6473407,26",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20373.0,71
TMJ19_1369,01/01/2019,N0007,70,28,38,N,557,247469,"841222,03","6473407,26",0,28,38,N,627,247539,"841228,5","6473337,15",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20373.0,71
TMJ19_1370,01/01/2019,N0007,130,28,38,N,627,247539,"841228,5","6473337,15",0,28,38,N,757,247669,"841247,06","6473207,71",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20373.0,71
TMJ19_1371,01/01/2019,N0007,32,28,38,N,757,247669,"841247,06","6473207,71",0,28,38,N,789,247701,"841253,73","6473176,22",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20373.0,71
TMJ19_1372,01/01/2019,N0007,25,28,38,N,789,247701,"841253,73","6473176,22",0,28,38,N,814,247726,"841258,6","6473151,55",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20373.0,71
TMJ19_1373,01/01/2019,N0007,54,28,38,N,814,247726,"841258,6","6473151,55",0,28,38,N,868,247780,"841266,3","6473097,78",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20373.0,71
TMJ19_1374,01/01/2019,N0007,37,28,38,N,868,247780,"841266,3","6473097,78",0,28,38,N,905,247817,"841271,45","6473060,92",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20373.0,71
TMJ19_1375,01/01/2019,N0007,37,28,38,N,905,247817,"841271,45","6473060,92",0,28,38,N,942,247854,"841276,59","6473024,05",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20373.0,71
TMJ19_1376,01/01/2019,N0007,224,28,38,N,942,247854,"841276,59","6473024,05",0,29,38,N,164,248078,"841304,44","6472800,33",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20373.0,71
TMJ19_1377,01/01/2019,N0007,2868,29,38,N,164,248078,"841304,44","6472800,33",0,32,38,N,232,250946,"841732,19","6469775,7",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20373.0,71
TMJ19_1378,01/01/2019,N0007,286,32,38,N,232,250946,"841732,19","6469775,7",0,32,38,N,518,251232,"841767,72","6469489,94",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20373.0,71
TMJ19_1379,01/01/2019,N0007,22,32,38,N,518,251232,"841767,72","6469489,94",0,32,38,N,540,251254,"841771,07","6469468,05",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20373.0,71
TMJ19_1380,01/01/2019,N0007,167,32,38,N,540,251254,"841771,07","6469468,05",0,32,38,N,707,251421,"841795,38","6469301,72",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20373.0,71
TMJ19_1381,01/01/2019,N0007,"343,1",32,38,N,707,251421,"841808,72","6469264,52",0,33,38,N,"134,1","251764,1","842024,1","6468993,25",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20373.0,71
TMJ19_1382,01/01/2019,N0007,"614,6",33,38,N,"134,1","251764,1","842024,1","6468993,25",0,33,38,N,"748,7","252378,7","842434,81","6468535,33",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20373.0,71
TMJ19_1383,01/01/2019,N0007,"2,3",33,38,N,"748,7","252378,7","842434,81","6468535,33",0,0,26,N,0,252381,"842436,47","6468533,73",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20373.0,71
TMJ19_1384,01/01/2019,N0007,2254,0,26,N,0,252381,"842436,47","6468533,73",0,2,26,N,610,254635,"842818,51","6466457,46",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,13761.0,111
TMJ19_1385,01/01/2019,N0007,316,2,26,N,610,254635,"842818,51","6466457,46",0,3,26,N,24,254951,"842834,36","6466141,66",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,13761.0,111
TMJ19_1386,01/01/2019,N0007,2714,3,26,N,24,254951,"842848,42","6466079,7",0,5,26,N,855,257665,"842944,6","6463376,77",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,13761.0,111
TMJ19_1387,01/01/2019,N0007,694,5,26,N,855,257665,"842944,6","6463376,77",0,6,26,N,516,258359,"842870,59","6462685,19",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,13761.0,111
TMJ19_1388,01/01/2019,N0007,81,6,26,N,516,258359,"842870,59","6462685,19",0,6,26,N,597,258440,"842862,15","6462604,63",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,13761.0,111
TMJ19_1389,01/01/2019,N0007,281,6,26,N,597,258440,"842862,15","6462604,63",0,6,26,N,878,258721,842834,"6462325,06",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,13761.0,111
TMJ19_1390,01/01/2019,N0007,151,6,26,N,878,258721,842834,"6462325,06",0,7,26,N,19,258872,"842817,61","6462174,7",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,13761.0,111
TMJ19_1391,01/01/2019,N0007,203,7,26,N,19,258872,"842817,61","6462174,7",0,7,26,N,222,259075,"842796,81","6461970,02",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,13761.0,111
TMJ19_1392,01/01/2019,N0007,128,7,26,N,222,259075,"842796,81","6461970,02",0,7,26,N,350,259203,"842778,46","6461794,33",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,13761.0,111
TMJ19_1398,01/01/2019,N0007,155,16,26,N,200,267793,"843177,41","6453364,66",0,16,26,N,355,267948,"843314,76","6453292,23",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10697.0,139
TMJ19_1399,01/01/2019,N0007,122,16,26,N,355,267948,"843314,76","6453292,23",0,16,26,N,477,268070,"843423,7","6453236,83",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10697.0,139
TMJ19_1400,01/01/2019,N0007,651,16,26,N,477,268070,"843423,7","6453236,83",0,16,26,N,1128,268721,"843883,66","6452805,25",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10697.0,139
TMJ19_1401,01/01/2019,N0007,40,16,26,N,1128,268721,"843883,66","6452805,25",0,17,26,N,35,268761,"843899,76","6452768,53",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10697.0,139
TMJ19_1402,01/01/2019,N0007,3771,17,26,N,35,268761,"843899,76","6452768,53",0,20,26,N,748,272532,"842934,13","6449478,06",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10697.0,139
TMJ19_1403,01/01/2019,N0007,36,20,26,N,748,272532,"842934,13","6449478,06",0,20,26,N,784,272568,"842939,39","6449442,42",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10697.0,139
TMJ19_1404,01/01/2019,N0007,522,20,26,N,784,272568,"842939,39","6449442,42",0,21,26,N,321,273090,"843011,65","6448926,92",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10697.0,139
TMJ19_1405,01/01/2019,N0007,110,21,26,N,321,273090,"843011,65","6448926,92",0,21,26,N,431,273200,"843026,92","6448818,54",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10697.0,139
TMJ19_1406,01/01/2019,N0007,2207,21,26,N,431,273200,"843026,92","6448818,54",0,23,26,N,640,275407,"843874,73","6446792,29",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10697.0,139
TMJ19_1407,01/01/2019,N0007,121,23,26,N,640,275407,"843874,73","6446792,29",0,23,26,N,761,275528,"843925,31","6446682,03",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10697.0,139
TMJ19_1408,01/01/2019,N0007,420,23,26,N,761,275528,"843925,31","6446682,03",0,24,26,N,184,275948,"844097,51","6446297,64",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10697.0,139
TMJ19_1409,01/01/2019,N0007,212,24,26,N,184,275948,"844097,51","6446297,64",0,24,26,N,396,276160,"844184,78","6446103,67",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10697.0,139
TMJ19_1410,01/01/2019,N0007,380,24,26,N,396,276160,"844184,78","6446103,67",0,24,26,N,776,276540,"844341,75","6445756,23",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10697.0,139
TMJ19_1411,01/01/2019,N0007,72,24,26,N,776,276540,"844341,75","6445756,23",0,24,26,N,848,276612,"844372,34","6445690,79",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10697.0,139
TMJ19_1412,01/01/2019,N0007,3366,24,26,N,848,276612,"844372,34","6445690,79",0,28,26,N,260,279978,"844787,83","6442848,74",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10697.0,139
TMJ19_1414,01/01/2019,N0007,10803,30,26,N,200,281889,"846394,54","6441940,7",0,41,26,N,428,292692,"848732,98","6431531,68",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,16421.0,113
TMJ19_1415,01/01/2019,N0007,2,41,26,N,428,292692,"848808,36","6431491,67",0,41,26,N,430,292694,"848810,11","6431492,65",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,16421.0,113
TMJ19_1416,01/01/2019,N0007,55,41,26,N,430,292694,"848810,11","6431492,65",0,41,26,N,485,292749,"848862,57","6431508,43",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,21428.0,85
TMJ19_1417,01/01/2019,N0007,"307,4",41,26,N,485,292749,"848862,57","6431508,43",0,41,26,N,"792,4","293056,4","849167,8","6431513,07",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,21428.0,85
TMJ19_1418,01/01/2019,N0007,"3310,6",41,26,N,"792,4","293056,4","849167,8","6431513,07",0,42,26,N,1680,296367,"852166,29","6430497,93",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,21428.0,85
TMJ19_1419,01/01/2019,N0007,286,42,26,N,1680,296367,"852166,29","6430497,93",0,43,26,N,0,296653,"852336,5","6430267,8",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,21428.0,85
TMJ19_1420,01/01/2019,N0007,18,43,26,N,0,296653,"852336,5","6430267,8",0,43,26,N,18,296671,"852350,9","6430242,22",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,46964.0,
TMJ19_1421,01/01/2019,N0007,7321,43,26,N,18,296671,"852350,9","6430242,22",0,46,26,N,1650,303992,"850872,01","6424565,85",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,46964.0,
TMJ19_1422,01/01/2019,N0007,2064,46,26,N,1650,303992,"850872,01","6424565,85",0,47,26,N,1721,306056,"848843,4","6424453,8",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,58130.0,91
TMJ19_1423,01/01/2019,N0007,79,47,26,N,1721,306056,"848843,4","6424453,8",0,47,26,N,1800,306135,"848768,05","6424478,85",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,58130.0,91
TMJ19_1424,01/01/2019,N0007,214,47,26,N,1800,306135,"848768,05","6424478,85",0,47,26,N,2014,306349,"848580,39","6424584,06",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,27080.0,115
TMJ19_1425,01/01/2019,N0007,385,48,26,N,0,306349,"848695,78","6424376,91",0,48,26,N,385,306734,"848220,96","6424370,99",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,27080.0,115
TMJ19_1426,01/01/2019,N0007,15,48,26,N,385,306734,"848183,65","6424329,88",0,48,26,N,400,306749,"848179,55","6424315,48",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,27080.0,115
TMJ19_1427,01/01/2019,N0007,101,48,26,N,400,306749,"848179,55","6424315,48",0,48,26,N,501,306850,"848109,87","6424245,62",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,18834.0,144
TMJ19_1428,01/01/2019,N0007,158,48,26,N,501,306850,"848109,87","6424245,62",0,48,26,N,659,307008,"848042,27","6424108,41",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,18834.0,144
TMJ19_1429,01/01/2019,N0007,580,48,26,N,659,307008,"848042,27","6424108,41",0,49,26,N,418,307588,"847926,11","6423529,76",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,18834.0,144
TMJ19_1430,01/01/2019,N0007,329,49,26,N,418,307588,"847926,11","6423529,76",0,49,26,N,747,307917,"847806,15","6423182,15",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,18834.0,144
TMJ19_1431,01/01/2019,N0007,1138,49,26,N,747,307917,"847806,15","6423182,15",0,50,26,N,717,309055,"847471,09","6422088,99",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,18834.0,144
TMJ19_1432,01/01/2019,N0007,137,50,26,N,717,309055,"847471,09","6422088,99",0,50,26,N,854,309192,"847429,77","6421957,89",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,18834.0,144
TMJ19_1433,01/01/2019,N0007,566,50,26,N,854,309192,"847429,77","6421957,89",0,51,26,N,210,309758,"847323,22","6421405,15",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,18834.0,144
TMJ19_1434,01/01/2019,N0007,66,51,26,N,210,309758,"847323,22","6421405,15",0,51,26,N,276,309824,"847318,48","6421339,52",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,18834.0,144
TMJ19_1435,01/01/2019,N0007,326,51,26,N,276,309824,"847318,48","6421339,52",0,51,26,N,602,310150,"847355,12","6421022,51",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,18834.0,144
TMJ19_1436,01/01/2019,N0007,772,51,26,N,602,310150,"847355,12","6421022,51",0,52,26,N,170,310922,"847084,78","6420564,06",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,18834.0,144
TMJ19_1437,01/01/2019,N0007,526,52,26,N,170,310922,"847084,78","6420564,06",0,52,26,N,696,311448,"846816,18","6420110,32",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,18834.0,144
TMJ19_1438,01/01/2019,N0007,73,52,26,N,696,311448,"846816,18","6420110,32",0,52,26,N,769,311521,"846770,69","6420051,95",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,18834.0,144
TMJ19_1439,01/01/2019,N0007,1022,52,26,N,769,311521,"846770,69","6420051,95",0,53,26,N,581,312543,"846305,36","6419215,34",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,18834.0,144
TMJ19_1440,01/01/2019,N0007,161,53,26,N,581,312543,"846305,36","6419215,34",0,53,26,N,742,312704,"846330,13","6419056,26",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,18834.0,144
TMJ19_1441,01/01/2019,N0007,725,53,26,N,742,312704,"846330,13","6419056,26",0,54,26,N,253,313429,"846327,58","6418339,33",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,18834.0,144
TMJ19_1442,01/01/2019,N0007,116,54,26,N,253,313429,"846327,58","6418339,33",0,54,26,N,369,313545,"846317,43","6418223,63",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,18834.0,144
TMJ19_1443,01/01/2019,N0007,566,54,26,N,369,313545,"846317,43","6418223,63",0,54,26,N,935,314111,"846746,81","6417977,56",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,18834.0,144
TMJ19_1444,01/01/2019,N0007,777,54,26,N,935,314111,"846746,81","6417977,56",0,55,26,N,600,314888,"847488,66","6417871,97",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,18834.0,144
TMJ19_1456,01/01/2019,N0007,890,64,26,N,540,323718,"845625,97","6409316,26",0,65,26,N,411,324608,"845264,08","6408464,8",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17342.0,99
TMJ19_1457,01/01/2019,N0007,32,65,26,N,411,324608,"845264,08","6408464,8",0,65,26,N,443,324640,"845239,64","6408443,88",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17342.0,99
TMJ19_1458,01/01/2019,N0007,173,65,26,N,443,324640,"845239,64","6408443,88",0,65,26,N,616,324813,"845105,73","6408332,92",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17342.0,99
TMJ19_1459,01/01/2019,N0007,193,65,26,N,616,324813,"845105,73","6408332,92",0,65,26,N,809,325006,"844956,14","6408209,4",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17342.0,99
TMJ19_1460,01/01/2019,N0007,339,65,26,N,809,325006,"844956,14","6408209,4",0,66,26,N,237,325345,"844695,92","6407989,51",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17342.0,99
TMJ19_1461,01/01/2019,N0007,93,66,26,N,237,325345,"844695,92","6407989,51",0,66,26,N,330,325438,"844623,73","6407930,21",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17342.0,99
TMJ19_1470,01/01/2019,N0007,196,69,26,N,330,329066,"843244,39","6405437,25",0,69,26,N,526,329262,"843221,9","6405243,68",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10407.0,145
TMJ19_1471,01/01/2019,N0007,560,69,26,N,526,329262,"843221,9","6405243,68",0,70,26,N,87,329822,"843108,03","6404694,19",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10407.0,145
TMJ19_1472,01/01/2019,N0007,101,70,26,N,87,329822,"843108,03","6404694,19",0,70,26,N,188,329923,"843087,87","6404594,91",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10407.0,145
TMJ19_1473,01/01/2019,N0007,331,70,26,N,188,329923,"843087,87","6404594,91",0,70,26,N,519,330254,"843021,16","6404269,69",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10407.0,145
TMJ19_1474,01/01/2019,N0007,49,70,26,N,519,330254,"843021,16","6404269,69",0,70,26,N,568,330303,"843011,36","6404221,53",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10407.0,145
TMJ19_1475,01/01/2019,N0007,363,70,26,N,568,330303,"843011,36","6404221,53",0,70,26,N,931,330666,"842936,92","6403866,74",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10407.0,145
TMJ19_1476,01/01/2019,N0007,101,70,26,N,931,330666,"842936,92","6403866,74",0,71,26,N,21,330767,"842915,42","6403767,72",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10407.0,145
TMJ19_1477,01/01/2019,N0007,892,71,26,N,21,330767,"842915,42","6403767,72",0,71,26,N,913,331659,"842728,61","6402891,8",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10407.0,145
TMJ19_1478,01/01/2019,N0007,36,71,26,N,913,331659,"842728,61","6402891,8",0,71,26,N,949,331695,"842720,85","6402856,5",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10407.0,145
TMJ19_1479,01/01/2019,N0007,2400,71,26,N,949,331695,"842720,85","6402856,5",0,74,26,N,403,334095,"842384,19","6400450,91",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10407.0,145
TMJ19_1480,01/01/2019,N0007,76,74,26,N,403,334095,"842384,19","6400450,91",0,74,26,N,479,334171,"842372,68","6400375,85",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10407.0,145
TMJ19_1481,01/01/2019,N0007,599,74,26,N,479,334171,"842372,68","6400375,85",0,74,26,N,1078,334770,"842143,85","6399826,12",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10407.0,145
TMJ19_1482,01/01/2019,N0007,262,74,26,N,1078,334770,"842143,85","6399826,12",0,75,26,N,256,335032,"842145,45","6399577,47",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10407.0,145
TMJ19_1483,01/01/2019,N0007,481,75,26,N,256,335032,"842145,45","6399577,47",0,75,26,N,737,335513,"842233,86","6399127,81",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10407.0,145
TMJ19_1484,01/01/2019,N0007,203,75,26,N,737,335513,"842233,86","6399127,81",0,75,26,N,940,335716,"842230,82","6398889,78",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10407.0,145
TMJ19_1485,01/01/2019,N0007,690,75,26,N,940,335716,"842230,82","6398889,78",0,76,26,N,660,336406,"842150,32","6398195,99",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10407.0,145
TMJ19_1486,01/01/2019,N0007,4,76,26,N,660,336406,"842150,32","6398195,99",0,76,26,N,664,336410,"842149,55","6398192,04",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17259.0,156
TMJ19_1487,01/01/2019,N0007,77,76,26,N,664,336410,"842140,5","6398123,84",0,76,26,N,741,336487,"842100,37","6398059,6",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17259.0,156
TMJ19_1488,01/01/2019,N0007,1633,76,26,N,741,336487,"842100,37","6398059,6",0,78,26,N,435,338120,"841546,59","6396516,32",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17259.0,156
TMJ19_1489,01/01/2019,N0007,332,78,26,N,435,338120,"841546,59","6396516,32",0,78,26,N,767,338452,"841360,04","6396242,12",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17259.0,156
TMJ19_1490,01/01/2019,N0007,77,78,26,N,767,338452,"841360,04","6396242,12",0,78,26,N,844,338529,"841342,7","6396167,36",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17259.0,156
TMJ19_1491,01/01/2019,N0007,393,78,26,N,844,338529,"841342,7","6396167,36",0,79,26,N,250,338922,"841243,1","6395788,11",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17259.0,156
TMJ19_1492,01/01/2019,N0007,1264,79,26,N,250,338922,"841243,1","6395788,11",0,80,26,N,558,340186,"840612,56","6394688,8",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,14518.0,163
TMJ19_1493,01/01/2019,N0007,86,80,26,N,558,340186,"840612,56","6394688,8",0,80,26,N,644,340272,"840570,62","6394613,66",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,14518.0,163
TMJ19_1494,01/01/2019,N0007,874,80,26,N,644,340272,"840570,62","6394613,66",0,81,26,N,471,341146,"840161,59","6393839,61",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,14518.0,163
TMJ19_1495,01/01/2019,N0007,196,81,26,N,471,341146,"840161,59","6393839,61",0,81,26,N,667,341342,"840070,8","6393665,33",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,14518.0,163
TMJ19_1496,01/01/2019,N0007,780,81,26,N,667,341342,"840070,8","6393665,33",0,82,26,N,449,342122,"839700,37","6392976,69",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,14518.0,163
TMJ19_1497,01/01/2019,N0007,107,82,26,N,449,342122,"839700,37","6392976,69",0,82,26,N,556,342229,"839649,93","6392882,03",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,14518.0,163
TMJ19_1498,01/01/2019,N0007,747,82,26,N,556,342229,"839649,93","6392882,03",0,83,26,N,304,342976,"839402,09","6392178,4",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,14518.0,163
TMJ19_1499,01/01/2019,N0007,105,83,26,N,304,342976,"839402,09","6392178,4",0,83,26,N,409,343081,"839375,18","6392077,11",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,14518.0,163
TMJ19_1500,01/01/2019,N0007,770,83,26,N,409,343081,"839375,18","6392077,11",0,84,26,N,180,343851,"839229,99","6391322,44",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,14518.0,163
TMJ19_1501,01/01/2019,N0007,145,84,26,N,180,343851,"839229,99","6391322,44",0,84,26,N,325,343996,"839205,83","6391179,25",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,14518.0,163
TMJ19_1502,01/01/2019,N0007,2571,84,26,N,325,343996,"839205,83","6391179,25",0,86,26,N,900,346567,"839123,8","6388617,77",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,14518.0,163
TMJ19_1503,01/01/2019,N0007,30,86,26,N,900,346567,"839123,8","6388617,77",0,86,26,N,930,346597,"839130,95","6388588,51",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,14518.0,163
TMJ19_1520,01/01/2019,N0007,44,92,26,N,1000,353625,"838642,87","6382892,05",0,92,26,N,1044,353669,"838703,64","6382832,55",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20107.0,122
TMJ19_1521,01/01/2019,N0007,42,92,26,N,1044,353669,"838703,64","6382832,55",0,92,26,N,1086,353711,"838704,05","6382778,49",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20107.0,122
TMJ19_1522,01/01/2019,N0007,87,92,26,N,1086,353711,"838704,05","6382778,49",0,93,26,N,0,353798,"838701,57","6382666,44",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20107.0,122
TMJ19_1523,01/01/2019,N0007,116,93,26,N,0,353798,"838701,57","6382666,44",0,93,26,N,116,353914,"838696,99","6382547,29",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20107.0,122
TMJ19_1524,01/01/2019,N0007,197,93,26,N,116,353914,"838696,99","6382547,29",0,93,26,N,313,354111,"838688,92","6382344,96",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20107.0,122
TMJ19_1525,01/01/2019,N0007,20,93,26,N,313,354111,"838688,92","6382344,96",0,93,26,N,333,354131,"838688,58","6382324,41",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20107.0,122
TMJ19_1526,01/01/2019,N0007,84,93,26,N,333,354131,"838688,58","6382324,41",0,93,26,N,417,354215,"838682,67","6382186,1",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20107.0,122
TMJ19_1527,01/01/2019,N0007,3199,93,26,N,417,354215,"838682,67","6382186,1",0,96,26,N,689,357414,"838660,73","6378986,29",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20107.0,122
TMJ19_1528,01/01/2019,N0007,590,96,26,N,689,357414,"838660,73","6378986,29",0,96,26,N,1279,358004,"839048,09","6378544,8",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20107.0,122
TMJ19_1529,01/01/2019,N0007,100,96,26,N,1279,358004,"839048,09","6378544,8",0,97,26,N,41,358104,"839118,48","6378477,38",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,20107.0,122
